113083,BAIRRO LAVRAS,173548,"BAIRRO LAVRAS, SN - CENTRO - 11950000"
135103,BAIRRO LENCOL  UEAC,173549,"BAIRRO LENCOL, SN - CENTRO - 11940000"
113084,POUSO ALTO,175852,"POUSO ALTO, SN - CENTRO - 11940000"
113085,BAIRRO RIBEIRAO BRANCO DAS PALMEIRAS,175853,"BRIBEIRAO BRANCO DAS PALMEIRA, SN - CENTRO - 11900000"
113086,BAIRRO INCOMAGER,175854,"BAIRRO IVAPORUNDUVA, SN - BATATAL - 11960000"
113087,BAIRRO BULHA,175855,"BAIRRO BULHA, SN - CENTRO - 11900000"
135104,BAIRRO IVAPORUNDUVINHA,175856,"BAIRRO IVAPORUNDUVINHA, SN - BATATAL - 11960000"
113089,BAIRRO NHUNGUARA,175857,"BAIRRO NHUNGUARA, SN - NHUNGUARA - 11960000"
113090,FAZENDA SANTA MARIA  UEAC,174969,"SANTA MARIA, SN - ITAPITANGUI - 11990000"
113091,CAMBORIU,175858,"RUA PROJETADA, SN - CAMBORIU - 11990000"
135105,BAIRRO BAISSUNUNGA,175859,"BAISSUNUNGA, SN - CENTRO - 11900000"
113092,BAIRRO PEDREIRA DO ARAPONGAL,175860,"PEROUPAVA, SN - CENTRO - 11900000"
113093,BAIRRO LAGEADO,175861,"LAGEADO, SN - CENTRO - 11900000"
113094,FAZENDA EDEL,175862,"FAZENDA EDEL, SN - CENTRO - 11910000"
113095,BAIRRO QUILOMBO,173617,"QUILOMBO, SN - CENTRO - 11900000"
135106,FAZENDA PARAISO,175863,"FAZPARAISO, SN - CENTRO - 11900000"
113096,PARQUE FLUVIAL,175864,"AVENIDA SECLKER, SN - JARDIM CORONEL - 11740000"
113097,JARDIM CORONEL,175865,"JARDIM CORONEL, SN - VILA SAO PAULO - 11740000"
113098,JARDIM CORONEL,175865,"JARDIM CORONEL, SN - VILA SAO PAULO - 11740000"
113099,BAIRRO CAMBURIU,175866,"BAIRRO CAMBURIU, SN - VILA SAO PAULO - 11740000"
135107,BAIRRO CAMBURIU,175866,"BAIRRO CAMBURIU, SN - VILA SAO PAULO - 11740000"
113100,FAZENDA AGUAPEU,175867,"RUA VINTE E QUATRO, SN - JARDIM AGUAPEU - 11740000"
113101,FAZENDA AGUAPEU  UEAC,175868,"AGUAPEU, SN - VILA SAO PAULO - 11740000"
113102,VILA LOTY,175869,"VILA LOTY, SN - VILA SAO PAULO - 11740000"
113103,VILA LOTY,175869,"VILA LOTY, SN - VILA SAO PAULO - 11740000"
135108,JARDIM SAO JOAO,175870,"BALNEARIO SAO JOAO BATISTA, SN - CENTRO - 11750000"
113104,JARDIM SAO JOAO,175870,"BALNEARIO SAO JOAO BATISTA, SN - CENTRO - 11750000"
113105,BAIRRO DO COSSOCA,175871,"BAIRRO DO COSSOCA, SN - CENTRO - 11750000"
113106,BAIRRO GUARAU,165604,"GUARAU, SN - CENTRO - 11750000"
113107,FAZENDA ITAOCA,175872,"ITAOCA, SN - AGENOR DE CAMPOS - 11730000"
135109,BAIRRO FUNDAO,175873,"BAIRRO FUNDAO, SN -  - 18300000"
113108,PRAIA DO PEREQUE,165588,"PEREQUE, SN -  - 11400000"
113109,PRAIA DO PEREQUE,165588,"PEREQUE, SN -  - 11400000"
113110,PRAIA DO PEREQUE,165588,"PEREQUE, SN -  - 11400000"
113111,BAIRRO DA CACHOEIRA,165589,"BAIRRO DA CACHOEIRA, SN -  - 11400000"
113112,BAIRRO DA CACHOEIRA,175874,"CACHOEIRA, SN -  - 11400000"
135110,BAIRRO BOM JARDIM,175875,"ESTRADA DE BERTIOGA, KM 16 - BALNEARIO PRAIA DO PEREQUE - 11446000"
113113,BAIRRO BOM JARDIM,165590,"BOM JARDIM, SN -  - 11400000"
113114,PRAINHA BRANCA,174752,"PRAINHA BRANCA, SN -  - 11400000"
113115,PRAINHA BRANCA,175876,"ESTRADA BERTIOGA, KM 17 - BALNEARIO PRAIA DO PEREQUE - 11446000"
113116,BAIRRO DE CONCEICAOZINHA,175570,"BAIRRO DE CONCEICAOZINHA, SN - VILA ALICE VICENTE DE CARVALHO - 11450000"
135111,BAIRRO DE CONCEICAOZINHA,175570,"BAIRRO DE CONCEICAOZINHA, SN - VILA ALICE VICENTE DE CARVALHO - 11450000"
113117,ILHA DIANA,175877,"ILHA DIANA, SN -  - 11100000"
113118,CAMBURI,165550,"CAMBURI, SN - CENTRO - 11620000"
113119,PRUMIRIM,175878,"BAIRRO DO PRUMIRIM, SN - SILOP - 11680000"
113120,LAGOINHA,165575,"LAGOINHA, SN - SILOP - 11680000"
113121,LAGOINHA,165575,"LAGOINHA, SN - SILOP - 11680000"
113122,LAGOINHA,165575,"LAGOINHA, SN - SILOP - 11680000"
135112,FIGUEIRA,175879,"FIGUEIRA, SN - SILOP - 11680000"
135113,ITAMAMBUCA,165563,"ITAMAMBUCA, SN - SILOP - 11680000"
113124,CANTAGALO,165520,"CANTAGALO, SN -  - 11660000"
113125,BAIRRO RIO CLARO,165527,"TABATINGA, SN -  - 11660000"
135114,PRAIA DO BONETE,165537,"PRAIA DO BONETE, SN - PEREQUE - 11630000"
113126,POCO DAS ANTAS,175880,"POCO DAA ANTAS, SN -  - 11660000"
113127,TOQUE TOQUE PEQUENO,175881,"TOQUE TOQUE PEQUENO, SN - CENTRO - 11600000"
113128,PAUBA,175882,"PAUBA, SN - CENTRO - 11600000"
113129,BAIRRO DA CACHOEIRA  UEAC,175883,"BAIRRO DA CACHOEIRA, SN - CENTRO - 11600000"
135115,BAIRRO PADRE FAUSTINO  UEAC,175884,"BAIRRO PADRE FAUSTINO, SN - CENTRO - 11600000"
113130,BAIRRO PRIMEIRA ILHA MARGEM DIREITA,175885,"ESTRADA ELDORADO SETE BARRAS, SN - PRIMEIRA ILHA MARGEM DIREITA - 11960000"
113131,BAIRRO PEDRINHAS  UEAC,175886,"PEDRINHAS, SN - ITAPITANGUI - 11990000"
113132,BAIRRO DO MATADOURO,175816,"MATADOURO, SN - CENTRO - 13770000"
113133,BAIRRO GRAMADO,175887,"AV HENRIQUE SCHUNCK, 950 - GRAMADO - 06900000"
113134,FAZENDA KIRILANDIA,175888,"FAZENDA KIRILANDIA, SN - CENTRO - 17120000"
135116,FAZENDA DA MATA,175889,"FAZENDA DA MATA, SN - CENTRO - 17430000"
113135,FAZENDA CASCATA,172763,"FAZENDA CASCATA, SN - CENTRO - 17400000"
113136,FAZENDA NOVA,172769,"FAZENDA NOVA, SN - CENTRO - 17400000"
113137,BAIRRO DOS MORAES,175890,"BAIRRO DOS MORAES, SN - CENTRO - 18570000"
113138,CORREGO DA ABELHA,175891,"CORREGO DA ABELHA, SN -  - 15787000"
113139,BAIRRO APIAI,175892,"BAIRRO APIAI, SN - CENTRO - 17920000"
135117,FAZENDA FORMOSA,175893,"FAZENDA FORMOSA, SN - LARANJA DOCE - 19500000"
113140,BAIRRO CENTRO DA POCA,173508,"BAIRRO POCA, SN - BATATAL - 11960000"
113141,PARQUE OLARIA,175894,"PARQUE OLARIA, SN -  - 13450000"
113142,PARQUE OLARIA,175894,"PARQUE OLARIA, SN -  - 13450000"
113143,PARQUE OLARIA,175894,"PARQUE OLARIA, SN -  - 13450000"
135118,UNIDADE EDUCACIONAL ANITA COSTA,175895,"ROD DAVID EID, SN -  - 16400000"
113144,JARDIM NOVA MICHIGAN,175896,"JARDIM NOVA MICHIGAN, SN -  - 12200000"
113145,JARDIM NOVA MICHIGAN,175896,"JARDIM NOVA MICHIGAN, SN -  - 12200000"
113146,JARDIM NOVA MICHIGAN,175896,"JARDIM NOVA MICHIGAN, SN -  - 12200000"
113147,CAMPO DOS ALEMAES,175897,"C DOS ALEMAES, SN -  - 12200000"
113148,CAMPO DOS ALEMAES,175897,"C DOS ALEMAES, SN -  - 12200000"
113149,FAZENDA SERRAMAR,165517,"FAZENDA SERRAMAR, SN -  - 11660000"
135119,BAIRRO DA JUVEVA,175898,"ESTRADA HERNANI BUENO DA SILVA, SN - JUVEVA - 12530000"
113150,BAIRRO PONTAL,175899,"BAIRRO PONTAL, SN - CENTRO - 16920000"
113151,BAIRRO PONTAL,175900,"PONTAL, SN - CENTRO - 16920000"
113152,FAZENDA SANTO ANTONIO,175737,"BAIRRO DA SERRINHA, SN -  - 12280000"
113153,BAIRRO DO PADRE ETERNO,166289,"PADRE ETERNO, SN - CENTRO - 12120000"
113155,FAZENDA DA BARRA,165735,"FAZENDA DA BARRA, SN - CENTRO - 12530000"
113156,BAIRRO DO AMORIM,175901,"BAIRRO DO AMORIM, SN - CENTRO - 12530000"
113157,BAIRRO DO BANANAL,175902,"ESTRADA MUNICIPAL DO BANANAL, S/Nº - BANANAL - 12530000"
135121,BAIRRO MATO DENTRO DE CIMA,165777,"SERTAO DO MATO DENTRO, SN - CENTRO - 12530000"
113158,BAIRRO DO ITAIM,165876,"BAIRRO DO ITAIM, SN - CENTRO - 12130000"
113159,BAIRRO DO RIO DO PEIXE,175903,"BAIRRO DO RIO DO PEIXE, SN - CENTRO - 12130000"
135122,BAIRRO SERRA NEGRA,175904,"BAIRRO SERRA NEGRA, SN - CENTRO - 12130000"
113160,BAIRRO PEDRO LEME,175905,"BAIRRO PEDRO LEME, SN - CENTRO - 12580000"
113161,CIDADE DO POR DO SOL,175906,"CIDADE DO POR DO SOL, SN - VILA ABERNESSIA - 12460000"
113162,BAIRRO SAO BENEDITO,175907,"BAIRRO SAO BENEDITO, SN - CENTRO - 12250000"
113163,GRANJA ANDORINHA,175908,"GRANJA ANDORINHA, SN -  - 12400000"
113164,BAIRRO DO TORTO,175909,"BAIRRO DO TORTO, SN - CENTRO - 12490000"
135123,BAIRRO DA BOCAINA,175910,"BOCAINA, SN - CENTRO - 12490000"
113165,BAIRRO AGUA DOS PATOS,175911,"BAIRRO AGUA DOS PATOS, SN - CENTRO - 16680000"
113166,FAZENDA GLORIA,175912,"FAZENDA GLORIA, SN - CENTRO - 17120000"
113167,FAZENDA ESPADILHA,175913,"FAZENDA ESPADILHA, SN - CENTRO - 17120000"
113168,FAZENDA TURVINHO,175914,"FAZENDA TURVINHO, SN -  - 18680000"
135124,FAZENDA DURAFLORA,175915,"FAZENDA DURAFLORA, SN -  - 18680000"
113169,FAZENDA DURAFLORA,175915,"FAZENDA DURAFLORA, SN -  - 18680000"
113170,FAZENDA SANTA MARIA DO MALDONADO,174125,"FAZ SANTA MARIA DO MALDONADO, SN - CENTRO - 16450000"
113171,FAZENDA VINTE DE MAIO,170299,"FAZENDA VINTE DE MAIO, SN - CENTRO - 16450000"
113172,FAZENDA SANTO ANTONIO,175916,"FAZENDA SANTO ANTONIO, SN - CENTRO - 16450000"
113173,FAZENDA CONTINENTAL,175917,"FAZ CONTINENTAL, SN - CENTRO - 16450000"
135125,FAZENDA GUAIUVIRINHA,175918,"BAIRRO GUAIUVIRINHA, SN - CENTRO - 16570000"
113174,BAIRRO DO CAMPINHO,170407,"BAIRRO DO CAMPINHO, SN - CENTRO - 16660000"
