103046,BAIRRO JATAI,170692,"BAIRRO JATAI, SN - CENTRO - 15760000"
133096,CORREGO COMPRIDO,170693,"CORREGO COMPRIDO, SN - CENTRO - 15760000"
103047,CORREGO COMPRIDO,170693,"CORREGO COMPRIDO, SN - CENTRO - 15760000"
133097,FAZENDA SAO JOSE,170694,"FAZENDA SAO JOSE, SN - CENTRO - 15180000"
103050,FAZENDA BANANAL,165105,"BANANAL, SN - CENTRO - 15230000"
103051,FAZENDA CAMPO VERDE,170695,"CAMPO VERDE, SN - CENTRO - 15230000"
103052,BAIRRO PIRAJA,170696,"BAIRRO PIRAJA, SN - CENTRO - 15120000"
103053,FAZENDA SAO BENEDITO,170697,"SAO BENEDITO, SN - CENTRO - 15230000"
103054,CESARIO NAIME,170698,"CESARIO NAIME, SN -  - 15137000"
103055,FAZENDA BOM RETIRO,170699,"BOM RETIRO, SN -  - 15137000"
103059,FAZENDA PREVIDENCIA,170700,"PREVIDENCIA, SN -  - 15137000"
103060,FAZENDA SANTA LUCIANA 053,170701,"FAZSANTA LUCIANA, SN -  - 15137000"
103061,FAZENDA SANTA ROSA,170702,"SANTA ROSA, SN -  - 15137000"
103063,FAZENDA BOA ESPERANCA,170703,"BOA ESPERANCA, SN - CENTRO - 15200000"
103064,FAZENDA PANTANINHO,170704,"PANTANINHO, SN - CENTRO - 15200000"
103067,FAZENDA MONTE ALEGRE,170705,"MONTE ALEGRE, SN - CENTRO - 15200000"
103068,FAZENDA SANTA HILDA,170706,"FAZSANTA HILDA, SN - CENTRO - 15200000"
103069,FAZENDA FARTURA,170707,"FARTURA, SN - CENTRO - 15200000"
103071,FAZENDA LAGOA,170708,"LAGOA, SN - CENTRO - 15200000"
133102,FAZENDA FARTURA,170707,"FARTURA, SN - CENTRO - 15200000"
103072,FAZENDA FIRMINO,170709,"FAZENDA FIRMINO, SN - CENTRO - 15200000"
103073,FAZENDA SANTA HILDA,170710,"SANTA HILDA, SN - CENTRO - 15200000"
103074,FAZENDA 14 PORTEIRAS 014,170711,"FAZ14 PORTEIRAS, SN - CENTRO - 15200000"
103075,FAZENDA MARITAN,170712,"MARITAN, SN - CENTRO - 15200000"
133103,BAIRRO DO BASSAN,170713,"BAIRRO DO BASSAN, SN - CENTRO - 15200000"
103076,OLARIA BEM TE VI,170714,"OLARIA BEM TE VI, SN - CENTRO - 15200000"
103077,FAZENDA MOCOCA,170715,"MOCOCA, SN - CENTRO - 15200000"
103078,CORREGO FUNDO,170716,"CORREGO FUNDO, SN - CENTRO - 15200000"
103079,FAZENDA SANTA AMBROZINA,170717,"SANTA AMBROZINA, SN - CENTRO - 15200000"
103080,BAIRRO DO MATAO,170718,"MATAO, SN - CENTRO - 15200000"
103082,FAZENDA CORUJA,170719,"FAZENDA CORUJA, SN - CENTRO - 15200000"
103083,FAZENDA SANTA ROSA,170720,"FAZENDA SANTA ROSA, SN -  - 15137000"
103084,FAZENDA CANOAS,170721,"CANOAS, SN - CENTRO - 15200000"
103085,FAZENDA GUANABARA,170722,"FAZENDA GUANABARA, SN - CENTRO - 15200000"
133105,FAZENDA PEDRA DO FOGO,170723,"FAZENDA PEDRA DO FOGO, SN - CENTRO - 15200000"
103086,BAIRRO CABECEIRA DE UBARANA,170724,"BAIRRO CABECEIRA DE UBARANA, SN - CENTRO - 15200000"
103087,FAZENDA JACARE,170725,"FAZENDA JACARE, SN - CENTRO - 15200000"
103088,CORREGO DOS PINTOS,170726,"CORREGO DOS PINTOS, SN - CENTRO - 15200000"
103089,FAZENDA PONTE TORTA,170727,"FAZPONTE TORTA, SN - CENTRO - 15200000"
133106,FAZENDA SANTA ROSA,170728,"TANQUINHO, SN - CENTRO - 15200000"
103091,FAZENDA SANTA ROSA,170728,"TANQUINHO, SN - CENTRO - 15200000"
103092,BAIRRO DO BASSAN,170729,"BASSAN, SN - CENTRO - 15200000"
103093,BAIRRO DA AIRUOCA,170730,"AIRUOCA, SN - CENTRO - 15220000"
103094,BAIRRO DA AIRUOCA,170730,"AIRUOCA, SN - CENTRO - 15220000"
103096,FAZENDA BARRA MANSA,170731,"BARRA MANSA, SN - CENTRO - 15220000"
103097,FAZENDA SANTA ALICE 036,170732,"FAZSANTA ALICE, SN - CENTRO - 15220000"
103098,FAZENDA BOTARO,170733,"BOTARO, SN - CENTRO - 15220000"
103099,FAZENDA BOTARO,170734,"FAZ BOTARO, SN - CENTRO - 15220000"
103100,FAZENDA PIRANHA,170735,"PIRANHA, SN - CENTRO - 15220000"
133108,FAZENDA SANTA BLANDINA 039,170736,"FAZSANTA BLANDINA, SN - CENTRO - 15220000"
103101,FAZENDA BARRA MANSA,170731,"BARRA MANSA, SN - CENTRO - 15220000"
103102,CLPROV1 JTO A EEPG PROFAMARIA NEVES SOUBHIA,170737,"DISTENGBALDUINO, SN - CENTRO - 15150000"
103103,BAIRRO DA GABIROBA,170738,"BAIRRO DA GABIROBA, SN - CENTRO - 15260000"
103104,OLARIA TOBIAS,170739,"OLARIA TOBIAS, SN - CENTRO - 15260000"
133109,BAIRRO DA MATA,170740,"BAIRRO DA MATA, SN - CENTRO - 15260000"
103106,BAIRRO DA MATA,170740,"BAIRRO DA MATA, SN - CENTRO - 15260000"
133110,BAIRRO DA MATA,170740,"BAIRRO DA MATA, SN - CENTRO - 15260000"
103107,OLARIA VALE DO TIETE,170741,"BAIRRO OLARIA VALE DO TIETE, SN - CENTRO - 15260000"
